Location,Year,Month,Species,Catch Wt (Ton),,
Mafia,2019,May,Caranx spp( NXT ),1.33,,
Mafia,2019,May,Octopus cyanea( OCC ),6.56,,
Mafia,2019,May,Loligo spp( OJD ),29.67,,
Mafia,2019,May,Acanthurus spp( SUR  ),4.75,,
Mafia,2019,May,Carrotomus carolinus( ULG ),2.94,,
Mafia,2019,May,Upeneus spp( UPL ),4.61,,
Mafia,2019,June,Serranidae spp( CEW ),50.12,,
Mafia,2019,June,Caranx tille( CGX ),43.07,,
Mafia,2019,June,Changu( CHN ),114.86,,
Mafia,2019,June,Scomberomorus commerson( COM ),40.2,,
Mafia,2019,June,Cuttlefish( DM ),57.43,,
Mafia,2019,June,Gongora( GNG ),53.84,,
Mafia,2019,June,Kaa( KAA ),0.28,,
Mafia,2019,June,Lutjanus spp( LDW ),17.95,,
Mafia,2019,June,Lethrinus spp( LH ),3.34,,
Mafia,2019,June,Lethrinus borbonicus( LHB ),79.49,,
Mafia,2019,June,Lethrinus harak( LHH ),144.6,,
Mafia,2019,June,Lethrinus nebulosus( LHN ),45.94,,
Mafia,2019,June,Tuna( NGR ),1.71,,
Mafia,2019,June,Octopus cyanea( OCC ),13.33,,
Mafia,2019,June,Loligo spp( OJD ),57.43,,
Mafia,2019,June,Panulirus spp( PUR ),0.1,,
Mafia,2019,June,Acanthurus spp( SUR  ),4.89,,
Mafia,2019,June,Upeneus spp( UPL ),0.84,,
Mafia,2019,July,Serranidae spp( CEW ),114.36,,
Mafia,2019,July,Caranx tille( CGX ),105.87,,
Mafia,2019,July,Changu( CHN ),81.44,,
Mafia,2019,July,Cuttlefish( DM ),41.54,,
Mafia,2019,July,Gongora( GNG ),51.43,,
Mafia,2019,July,Scomberomorus guttatus( GUT ),160.23,,
Mafia,2019,July,Gayogayo( GYG ),0.89,,
Mafia,2019,July,Scomberomorus plurilineatus( KAK  ),3.19,,
Mafia,2019,July,Panulirus ornatus( KMM ),0.62,,
Mafia,2019,July,Lutjanus spp( LDW ),32.11,,
Mafia,2019,July,Lethrinus spp( LH ),159.95,,
Mafia,2019,July,Lethrinus borbonicus( LHB ),76.49,,
Mafia,2019,July,Lethrinus harak( LHH ),63.79,,
Mafia,2019,July,Lethrinus nebulosus( LHN ),31.16,,
Mafia,2019,July,Lutjanus ssp( LTJ ),133.52,,
Mafia,2019,July,Gerres spp( MOJ ),79.74,,
Mafia,2019,July,Tuna( NGR ),1.59,,
Mafia,2019,July,Caranx spp( NXT ),0.87,,
Mafia,2019,July,Octopus cyanea( OCC ),18.02,,
Mafia,2019,July,Loligo spp( OJD ),47.67,,
Mafia,2019,July,Papa mavongoroa( PMV ),3.54,,
Mafia,2019,July,Pono( PNW ),9.59,,
Mafia,2019,July,Taa kiririmawe( PTN ),1.24,,
Mafia,2019,July,Panulirus spp( PUR ),0.51,,
Mafia,2019,July,Siganus sp.( SGL ),37.31,,
Mafia,2019,July,Scorpaeniformes spp( SRP ),4.32,,
Mafia,2019,July,Acanthurus spp( SUR  ),3.21,,
Mafia,2019,July,Carrotomus carolinus( ULG ),2.44,,
Mafia,2019,July,Upeneus spp( UPL ),2.71,,
Mafia,2019,Augast,Sphyraena barracuda( BAQ ),148.36,,
Mafia,2019,Augast,Rachycentron canadum( CBA ),185.45,,
Mafia,2019,Augast,Serranidae spp( CEW ),43.02,,
Mafia,2019,Augast,Caranx tille( CGX ),114.86,,
Mafia,2019,Augast,Cuttlefish( DM ),68.99,,
Mafia,2019,Augast,Gongora( GNG ),78.63,,
Mafia,2019,Augast,Gayogayo( GYG ),1.33,,
Mafia,2019,Augast,Euthynnus affinis( KAW ),0.53,,
Mafia,2019,Augast,Vikande( KKN ),2.13,,
Mafia,2019,Augast,Lutjanus spp( LDW ),37.6,,
Mafia,2019,Augast,Lethrinus spp( LH ),62.63,,
Mafia,2019,Augast,Lethrinus borbonicus( LHB ),69.55,,
Mafia,2019,Augast,Gerres spp( MOJ ),37.09,,
Mafia,2019,Augast,Netuma thalassina( NTT ),2.66,,
Mafia,2019,Augast,Octopus cyanea( OCC ),24.9,,
Mafia,2019,Augast,Loligo spp( OJD ),43.02,,
Mafia,2019,Augast,Pono( PNW ),3.89,,
Mafia,2019,Augast,Papa( PP ),1.42,,
Mafia,2019,Augast,Siganus sp.( SGL ),65.1,,
Mafia,2019,Augast,Acanthurus spp( SUR  ),4.09,,
Mafia,2019,Augast,Carrotomus carolinus( ULG ),3.86,,
Mafia,2019,Augast,Upeneus spp( UPL ),10.63,,
Mafia,2019,Augast,Acanthocybium solandiri( WAH ),44.51,,
Mafia,2019,September,Caranx tille( CGX ),71.79,,
Mafia,2019,September,Cuttlefish( DM ),28.71,,
Mafia,2019,September,Lethrinus spp( LH ),8.23,,
Mafia,2019,September,Lethrinus borbonicus( LHB ),141.69,,
Mafia,2019,September,Gerres spp( MOJ ),86.14,,
Mafia,2019,September,Octopus cyanea( OCC ),72.69,,
Mafia,2019,September,Loligo spp( OJD ),79.92,,
Mafia,2019,September,Pono( PNW ),10.07,,
Mafia,2019,September,Siganus sp.( SGL ),165.11,,
Mafia,2019,September,Upeneus spp( UPL ),10.03,,
Kibiti,2016,June,Serranidae spp( CEW ),64.03,,
Kibiti,2016,June,Lutjanus spp( LDW ),210.6,,
Kibiti,2016,June,Lethrinus spp( LH ),395.93,,
Kibiti,2016,June,Netuma thalassina( NTT ),26.97,,
Kibiti,2016,July,Serranidae spp( CEW ),212.54,,
Kibiti,2016,July,Netuma thalassina( NTT ),35.96,,
Kibiti,2016,July,Papa( PP ),11.16,,
Kibiti,2016,Augast,Serranidae spp( CEW ),517.08,,
Kibiti,2016,Augast,Kaa( KAA ),39.06,,
Kibiti,2016,Augast,Milea( KOM ),775.62,,
Kibiti,2016,Augast,Lethrinus harak( LHH ),217.62,,
Kibiti,2016,September,Caranx tille( CGX ),84.24,,
Kibiti,2016,September,Kaa( KAA ),32.4,,
Kibiti,2016,October,Serranidae spp( CEW ),290.16,,
Kibiti,2017,January,Maculabatis ambigua( RAJ ),55.8,,
Kibiti,2017,February,Gymnasarda unicolor( DOT ),636.55,,
Kibiti,2017,March,Serranidae spp( CEW ),121.01,,
Kibiti,2017,March,Aetobatus ocellatus( MAE ),16.74,,
Kibiti,2017,March,Netuma thalassina( NTT ),431.52,,
Kibiti,2017,March,Papa( PP ),16.74,,
Kibiti,2017,Augast,Lethrinus harak( LHH ),435.24,,
Kibiti,2017,September,Kaa( KAA ),9.9,,
Kibiti,2017,September,Lethrinus spp( LH ),252.72,,
Kibiti,2017,September,Lethrinus borbonicus( LHB ),421.2,,
Kibiti,2018,January,Lobotes spp(  LOB ),6.16,,
Kibiti,2018,January,Serranidae spp( CEW ),21.45,,
Kibiti,2018,January,Caranx tille( CGX ),7.71,,
Kibiti,2018,January,Netuma thalassina( NTT ),9.66,,
Kibiti,2018,January,Maculabatis ambigua( RAJ ),15.15,,
Kibiti,2018,February,Serranidae spp( CEW ),50.74,,
Kibiti,2018,February,Caranx tille( CGX ),37.44,,
Kibiti,2018,February,Netuma thalassina( NTT ),25.87,,
Kibiti,2018,February,Maculabatis ambigua( RAJ ),1.86,,
Kibiti,2018,March,Serranidae spp( CEW ),15.41,,
Kibiti,2018,March,Netuma thalassina( NTT ),33.91,,
Kibiti,2018,April,Serranidae spp( CEW ),15.41,,
Kibiti,2018,April,Netuma thalassina( NTT ),33.91,,
Kibiti,2018,May,Caranx tille( CGX ),49.74,,
Kibiti,2018,May,Kaa( KAA ),3.54,,
Kibiti,2018,May,Lutjanus spp( LDW ),45.6,,
Kibiti,2018,May,Lethrinus spp( LH ),41.45,,
Kibiti,2018,May,Lethrinus borbonicus( LHB ),57.51,,
Kibiti,2018,May,Lethrinus harak( LHH ),41.45,,
Kibiti,2018,May,Caranx spp( NXT ),12.44,,
Kibiti,2018,June,Serranidae spp( CEW ),21.97,,
Kibiti,2018,June,Netuma thalassina( NTT ),7.95,,
Kibiti,2018,June,Maculabatis ambigua( RAJ ),7.46,,
Kibiti,2018,Augast,Serranidae spp( CEW ),13.61,,
Kibiti,2018,Augast,Caranx tille( CGX ),77.72,,
Kibiti,2018,Augast,Kaa( KAA ),3.63,,
Kibiti,2018,Augast,Lutjanus spp( LDW ),689.44,,
Kibiti,2018,Augast,Netuma thalassina( NTT ),15.82,,
Kibiti,2018,October,Dagaa( DGM ),0.27,,
Kibiti,2018,November,Lobotes spp(  LOB ),8,,
Kibiti,2018,November,Serranidae spp( CEW ),171.73,,
Kibiti,2018,November,Caranx tille( CGX ),73.64,,
Kibiti,2018,November,Changu( CHN ),20.06,,
Kibiti,2018,November,Kaa( KAA ),2.53,,
Kibiti,2018,November,Lutjanus spp( LDW ),9.94,,
Kibiti,2018,November,Lethrinus spp( LH ),287.79,,
Kibiti,2018,November,Lethrinus borbonicus( LHB ),30.34,,
Kibiti,2018,November,Lethrinus harak( LHH ),103.29,,
Kibiti,2018,November,Gerres spp( MOJ ),15.04,,
Kibiti,2018,November,Netuma thalassina( NTT ),41.2,,
Kibiti,2018,November,Caranx spp( NXT ),179.07,,
Kibiti,2018,November,Papa( PP ),17.9,,
Kibiti,2018,November,Pituwi( PTW ),4.01,,
Kibiti,2018,December,Lobotes spp(  LOB ),23.12,,
Kibiti,2018,December,Sphyraena barracuda( BAQ ),46.63,,
Kibiti,2018,December,Serranidae spp( CEW ),18.04,,
Kibiti,2018,December,Caranx tille( CGX ),246.57,,
Kibiti,2018,December,Changu( CHN ),62.18,,
Kibiti,2018,December,Kaa( KAA ),75.44,,
Kibiti,2018,December,Lutjanus spp( LDW ),131.53,,
Kibiti,2018,December,Lethrinus spp( LH ),160.62,,
Kibiti,2018,December,Lethrinus borbonicus( LHB ),50,,
Kibiti,2018,December,Lethrinus harak( LHH ),138.17,,
Kibiti,2018,December,Lethrinus rubrioperculatus( LHR ),41.97,,
Kibiti,2018,December,Gerres spp( MOJ ),73.87,,
Kibiti,2018,December,Netuma thalassina( NTT ),16.55,,
Kibiti,2018,December,Caranx spp( NXT ),257.61,,
Kibiti,2018,December,Papa( PP ),18.49,,
Kibiti,2018,December,Maculabatis ambigua( RAJ ),9.25,,
Kibiti,2019,January,Lobotes spp(  LOB ),6.16,,
Kibiti,2019,January,Serranidae spp( CEW ),81.05,,
Kibiti,2019,January,Caranx tille( CGX ),434.69,,
Kibiti,2019,January,Changu( CHN ),51.81,,
Kibiti,2019,January,Kaa( KAA ),40.57,,
Kibiti,2019,January,Lutjanus spp( LDW ),370.58,,
Kibiti,2019,January,Lethrinus spp( LH ),189.44,,
Kibiti,2019,January,Lethrinus borbonicus( LHB ),409.5,,
Kibiti,2019,January,Lethrinus harak( LHH ),199.61,,
Kibiti,2019,January,Gerres spp( MOJ ),139.53,,
Kibiti,2019,January,Netuma thalassina( NTT ),12.45,,
Kibiti,2019,January,Caranx spp( NXT ),373.29,,
Kibiti,2019,January,Papa( PP ),15.58,,
Kibiti,2019,January,Sphyraena spp( YRB ),984.91,,
Kibiti,2019,February,Serranidae spp( CEW ),7.42,,
Kibiti,2019,February,Caranx tille( CGX ),74.88,,
Kibiti,2019,February,Changu( CHN ),105.3,,
Kibiti,2019,February,Kaa( KAA ),25.51,,
Kibiti,2019,February,Lethrinus spp( LH ),78.62,,
Kibiti,2019,February,Lethrinus borbonicus( LHB ),275.04,,
Kibiti,2019,February,Lethrinus harak( LHH ),44.93,,
Kibiti,2019,February,Netuma thalassina( NTT ),14.85,,
Kibiti,2019,February,Caranx spp( NXT ),377.76,,
Kibiti,2019,February,Papa( PP ),3.71,,
Kibiti,2019,March,Serranidae spp( CEW ),196.98,,
Kibiti,2019,March,Caranx tille( CGX ),246.23,,
Kibiti,2019,March,Kaa( KAA ),51.9,,
Kibiti,2019,March,Lethrinus spp( LH ),246.23,,
Kibiti,2019,March,Gerres spp( MOJ ),196.98,,
Kibiti,2019,March,Netuma thalassina( NTT ),102.74,,
Kibiti,2019,March,Caranx spp( NXT ),409.36,,
Kibiti,2019,April,Lobotes spp(  LOB ),6.96,,
Kibiti,2019,April,Auchenoglanis occidentalis( AO ),7.95,,
Kibiti,2019,April,Serranidae spp( CEW ),47.9,,
Kibiti,2019,April,Caranx tille( CGX ),256.16,,
Kibiti,2019,April,Changu( CHN ),72.21,,
Kibiti,2019,April,Chirocentus dorab( CRCD ),11.93,,
Kibiti,2019,April,Kaa( KAA ),58.67,,
Kibiti,2019,April,Lutjanus spp( LDW ),72.21,,
Kibiti,2019,April,Lethrinus spp( LH ),210.6,,
Kibiti,2019,April,Lethrinus borbonicus( LHB ),67.86,,
Kibiti,2019,April,Lethrinus harak( LHH ),109.42,,
Kibiti,2019,April,Gerres spp( MOJ ),202.54,,
Kibiti,2019,April,Netuma thalassina( NTT ),29.23,,
Kibiti,2019,April,Caranx spp( NXT ),528.21,,
Kibiti,2019,April,Papa( PP ),16.8,,
Kibiti,2019,April,Maculabatis ambigua( RAJ ),5.07,,
Kibiti,2019,May,Lobotes spp(  LOB ),10.02,,
Kibiti,2019,May,Serranidae spp( CEW ),118.56,,
Kibiti,2019,May,Caranx tille( CGX ),82.9,,
Kibiti,2019,May,Changu( CHN ),1.99,,
Kibiti,2019,May,Gymnasarda unicolor( DOT ),4.78,,
Kibiti,2019,May,Kaa( KAA ),35.59,,
Kibiti,2019,May,Lethrinus spp( LH ),417.96,,
Kibiti,2019,May,Lethrinus borbonicus( LHB ),171.03,,
Kibiti,2019,May,Lethrinus harak( LHH ),114.9,,
Kibiti,2019,May,Netuma thalassina( NTT ),19.26,,
Kibiti,2019,May,Caranx spp( NXT ),82.9,,
Kibiti,2019,May,Papa( PP ),23.63,,
Kibiti,2019,May,Maculabatis ambigua( RAJ ),20.03,,
Kibiti,2019,Augast,Kaa( KAA ),4.46,,
Kigamboni,2019,January,Sphyraena barracuda( BAQ ),22.07,,
Kigamboni,2019,January,Rachycentron canadum( CBA ),63.46,,
Kigamboni,2019,January,Serranidae spp( CEW ),45.73,,
Kigamboni,2019,January,Caranx tille( CGX ),9.46,,
Kigamboni,2019,January,Changu( CHN ),"1,049.01",,
Kigamboni,2019,January,Scomberomorus commerson( COM ),0.44,,
Kigamboni,2019,January,Gymnasarda unicolor( DOT ),0.44,,
Kigamboni,2019,January,Scomberomorus guttatus( GUT ),0.34,,
Kigamboni,2019,January,Panolirus homarus( KMT ),4.46,,
Kigamboni,2019,January,Milea( KOM ),2.66,,
Kigamboni,2019,January,Lutjanus spp( LDW ),49.66,,
Kigamboni,2019,January,Lethrinus borbonicus( LHB ),6.88,,
Kigamboni,2019,January,Lethrinus rubrioperculatus( LHR ),16.55,,
Kigamboni,2019,January,Aetobatus ocellatus( MAE ),0.27,,
Kigamboni,2019,January,Netuma thalassina( NTT ),1.92,,
Kigamboni,2019,January,Octopus cyanea( OCC ),19.03,,
Kigamboni,2019,January,Loligo spp( OJD ),13.69,,
Kigamboni,2019,January,Panulirus penisillatus( PNP ),1.28,,
Kigamboni,2019,January,Papa( PP ),4.13,,
Kigamboni,2019,January,Siganus sp.( SGL ),2.76,,
Kigamboni,2019,January,Manta alfredi( TNG ),0.56,,
Kigamboni,2019,January,Acanthocybium solandiri( WAH ),2.71,,
Kigamboni,2019,February,Amblygaster sirm( AMS ),1.2,,
Kigamboni,2019,February,Serranidae spp( CEW ),53.4,,
Kigamboni,2019,February,Caranx tille( CGX ),13.47,,
Kigamboni,2019,February,Changu( CHN ),5.79,,
Kigamboni,2019,February,Gymnasarda unicolor( DOT ),1.17,,
Kigamboni,2019,February,Anguilliformes( ELE ),14.24,,
Kigamboni,2019,February,Gongora( GNG ),2.76,,
Kigamboni,2019,February,Panolirus homarus( KMT ),8.64,,
Kigamboni,2019,February,Lutjanus spp( LDW ),0.48,,
Kigamboni,2019,February,Lethrinus borbonicus( LHB ),22.25,,
Kigamboni,2019,February,Lethrinus harak( LHH ),4.27,,
Kigamboni,2019,February,Lethrinus rubrioperculatus( LHR ),3.31,,
Kigamboni,2019,February,Gerres spp( MOJ ),1.78,,
Kigamboni,2019,February,Octopus cyanea( OCC ),16.89,,
Kigamboni,2019,February,Loligo spp( OJD ),8.26,,
Kigamboni,2019,February,Papa( PP ),29.77,,
Kigamboni,2019,February,Panulirus spp( PUR ),1.15,,
Kigamboni,2019,February,Istiophorus platypterus( SFA ),0.49,,
Kigamboni,2019,February,Siganus sp.( SGL ),113.71,,
Kigamboni,2019,March,Auchenoglanis occidentalis( AO ),2.48,,
Kigamboni,2019,March,Serranidae spp( CEW ),10.98,,
Kigamboni,2019,March,Caranx tille( CGX ),14.48,,
Kigamboni,2019,March,Changu( CHN ),9.85,,
Kigamboni,2019,March,Cuttlefish( DM ),326.31,,
Kigamboni,2019,March,Gymnasarda unicolor( DOT ),47.41,,
Kigamboni,2019,March,Encrasicholina heteroloba( ENH ),23.65,,
Kigamboni,2019,March,Gongora( GNG ),3.5,,
Kigamboni,2019,March,Euthynnus affinis( KAW ),36.85,,
Kigamboni,2019,March,Panolirus homarus( KMT ),3.19,,
Kigamboni,2019,March,Lutjanus spp( LDW ),14.59,,
Kigamboni,2019,March,Lethrinus borbonicus( LHB ),4.47,,
Kigamboni,2019,March,Lethrinus harak( LHH ),10.84,,
Kigamboni,2019,March,Lethrinus rubrioperculatus( LHR ),4.73,,
Kigamboni,2019,March,Aetobatus ocellatus( MAE ),1.06,,
Kigamboni,2019,March,Gerres spp( MOJ ),4.53,,
Kigamboni,2019,March,Netuma thalassina( NTT ),2.52,,
Kigamboni,2019,March,Octopus cyanea( OCC ),18.37,,
Kigamboni,2019,March,Loligo spp( OJD ),6.03,,
Kigamboni,2019,March,Papa( PP ),1.33,,
Kigamboni,2019,March,Panulirus spp( PUR ),0.4,,
Kigamboni,2019,March,Siganus sp.( SGL ),36.95,,
Kigamboni,2019,March,Manta alfredi( TNG ),1.59,,
Kigamboni,2019,April,Auchenoglanis occidentalis( AO ),6.43,,
Kigamboni,2019,April,Serranidae spp( CEW ),11.59,,
Kigamboni,2019,April,Caranx tille( CGX ),9.45,,
Kigamboni,2019,April,Changu( CHN ),4.96,,
Kigamboni,2019,April,Gymnasarda unicolor( DOT ),23.84,,
Kigamboni,2019,April,Gongora( GNG ),5.72,,
Kigamboni,2019,April,Panolirus homarus( KMT ),1.58,,
Kigamboni,2019,April,Lutjanus spp( LDW ),3.43,,
Kigamboni,2019,April,Lethrinus borbonicus( LHB ),7.41,,
Kigamboni,2019,April,Lethrinus nebulosus( LHN ),7.63,,
Kigamboni,2019,April,Netuma thalassina( NTT ),1.71,,
Kigamboni,2019,April,Octopus cyanea( OCC ),18.33,,
Kigamboni,2019,April,Loligo spp( OJD ),10.39,,
Kigamboni,2019,April,Panulirus spp( PUR ),1.03,,
Kigamboni,2019,April,Siganus sp.( SGL ),17.96,,
Kigamboni,2019,April,Terrapon jarbua( TJB ),3.43,,
Kigamboni,2019,May,Serranidae spp( CEW ),6.92,,
Kigamboni,2019,May,Caranx tille( CGX ),5.87,,
Kigamboni,2019,May,Changu( CHN ),13.31,,
Kigamboni,2019,May,Scomberomorus commerson( COM ),85.53,,
Kigamboni,2019,May,Cuttlefish( DM ),0.59,,
Kigamboni,2019,May,Gongora( GNG ),2.96,,
Kigamboni,2019,May,Panulirus ornatus( KMM ),64.33,,
Kigamboni,2019,May,Lutjanus spp( LDW ),12.84,,
Kigamboni,2019,May,Lethrinus spp( LH ),1.2,,
Kigamboni,2019,May,Lethrinus borbonicus( LHB ),5.15,,
Kigamboni,2019,May,Lethrinus harak( LHH ),5.95,,
Kigamboni,2019,May,Netuma thalassina( NTT ),1.56,,
Kigamboni,2019,May,Caranx spp( NXT ),4.14,,
Kigamboni,2019,May,Octopus cyanea( OCC ),21.42,,
Kigamboni,2019,May,Loligo spp( OJD ),5.42,,
Kigamboni,2019,May,Panulirus penisillatus( PNP ),4.78,,
Kigamboni,2019,May,Panulirus spp( PUR ),0.48,,
Kigamboni,2019,May,Maculabatis ambigua( RAJ ),26.01,,
Kigamboni,2019,May,Siganus sp.( SGL ),10.77,,
Kigamboni,2019,June,Sphyraena barracuda( BAQ ),8.77,,
Kigamboni,2019,June,Rachycentron canadum( CBA ),11.44,,
Kigamboni,2019,June,Caranx tille( CGX ),7.63,,
Kigamboni,2019,June,Changu( CHN ),15.52,,
Kigamboni,2019,June,Gongora( GNG ),6.87,,
Kigamboni,2019,June,Panulirus ornatus( KMM ),4.94,,
Kigamboni,2019,June,Lutjanus spp( LDW ),26.51,,
Kigamboni,2019,June,Lethrinus borbonicus( LHB ),8.45,,
Kigamboni,2019,June,Lethrinus harak( LHH ),18.51,,
Kigamboni,2019,June,Lethrinus rubrioperculatus( LHR ),2.86,,
Kigamboni,2019,June,Gerres spp( MOJ ),20.57,,
Kigamboni,2019,June,Netuma thalassina( NTT ),1.53,,
Kigamboni,2019,June,Octopus cyanea( OCC ),12.78,,
Kigamboni,2019,June,Loligo spp( OJD ),5.59,,
Kigamboni,2019,June,Panulirus penisillatus( PNP ),3.7,,
Kigamboni,2019,June,Panulirus spp( PUR ),1.09,,
Kigamboni,2019,June,Siganus sp.( SGL ),17.29,,
Kigamboni,2019,July,Bumbura( BMBR ),3.55,,
Kigamboni,2019,July,Serranidae spp( CEW ),3.94,,
Kigamboni,2019,July,Caranx tille( CGX ),6.7,,
Kigamboni,2019,July,Changu( CHN ),5.52,,
Kigamboni,2019,July,Himantura uarnak( DHV ),22.07,,
Kigamboni,2019,July,Cuttlefish( DM ),1.95,,
Kigamboni,2019,July,Auxis thazard( FRI ),9.46,,
Kigamboni,2019,July,Gongora( GNG ),4.6,,
Kigamboni,2019,July,Euthynnus affinis( KAW ),12.22,,
Kigamboni,2019,July,Panulirus ornatus( KMM ),5.74,,
Kigamboni,2019,July,Lutjanus spp( LDW ),2.96,,
Kigamboni,2019,July,Lethrinus borbonicus( LHB ),6.8,,
Kigamboni,2019,July,Lethrinus harak( LHH ),3.74,,
Kigamboni,2019,July,Lethrinus nebulosus( LHN ),3.15,,
Kigamboni,2019,July,Lethrinus rubrioperculatus( LHR ),12.42,,
Kigamboni,2019,July,Octopus cyanea( OCC ),20.44,,
Kigamboni,2019,July,Loligo spp( OJD ),4.93,,
Kigamboni,2019,July,Papa( PP ),49.27,,
Kigamboni,2019,July,Panulirus spp( PUR ),0.6,,
Kigamboni,2019,July,Maculabatis ambigua( RAJ ),1.97,,
Kigamboni,2019,July,Siganus sp.( SGL ),8.51,,
Kigamboni,2019,July,Thunnus albacares( YFT ),35.47,,
Kigamboni,2019,Augast,Bumbura( BMBR ),4.07,,
Kigamboni,2019,Augast,Rachycentron canadum( CBA ),7.88,,
Kigamboni,2019,Augast,Caranx tille( CGX ),11.43,,
